episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/update_time_ms,info/num_steps_trained,info/num_steps_sampled,info/WorkerIteration/Worker0,info/significant_weight_updates,perf/cpu_util_percent,perf/ram_util_percent
675.0,0.0,226.75,1468.57,13,5,763450,0,False,2222,219,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-31,1618178131,5.047759771347046,1097.9146449565887,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1097.9146449565887,0,219,"[300.0, 200.0, 275.0, 125.0, 275.0, 125.0, 125.0, 175.0, 200.0, 225.0, 375.0, 300.0, 200.0, 275.0, 150.0, 300.0, 250.0, 200.0, 200.0, 300.0, 250.0, 275.0, 200.0, 200.0, 625.0, 250.0, 150.0, 175.0, 175.0, 225.0, 300.0, 175.0, 450.0, 125.0, 175.0, 175.0, 225.0, 350.0, 250.0, 225.0, 275.0, 200.0, 250.0, 675.0, 250.0, 175.0, 200.0, 200.0, 325.0, 275.0, 150.0, 75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0]","[1357, 1225, 1718, 1364, 1574, 1285, 1198, 1602, 1648, 1473, 1472, 1480, 1559, 1532, 1414, 1519, 1474, 1604, 1719, 1210, 1499, 1464, 1349, 1659, 1700, 1387, 1364, 1459, 1589, 1205, 1455, 1474, 2044, 1344, 1339, 1669, 1639, 1325, 1455, 1455, 1369, 1664, 1270, 1884, 1302, 1302, 1489, 1604, 1210, 1210, 1929, 1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369]",5.791,15269,763450,3083,1775,21.0,11.099999999999998
675.0,0.0,219.25,1465.36,11,5,766950,0,False,2233,220,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-36,1618178136,5.030222177505493,1102.9448671340942,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1102.9448671340942,0,220,"[300.0, 200.0, 275.0, 150.0, 300.0, 250.0, 200.0, 200.0, 300.0, 250.0, 275.0, 200.0, 200.0, 625.0, 250.0, 150.0, 175.0, 175.0, 225.0, 300.0, 175.0, 450.0, 125.0, 175.0, 175.0, 225.0, 350.0, 250.0, 225.0, 275.0, 200.0, 250.0, 675.0, 250.0, 175.0, 200.0, 200.0, 325.0, 275.0, 150.0, 75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0]","[1480, 1559, 1532, 1414, 1519, 1474, 1604, 1719, 1210, 1499, 1464, 1349, 1659, 1700, 1387, 1364, 1459, 1589, 1205, 1455, 1474, 2044, 1344, 1339, 1669, 1639, 1325, 1455, 1455, 1369, 1664, 1270, 1884, 1302, 1302, 1489, 1604, 1210, 1210, 1929, 1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344]",5.519,15339,766950,3096,1776,18.875,11.1
675.0,0.0,205.5,1443.45,8,5,770450,0,False,2241,221,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-41,1618178141,5.011825323104858,1107.956692457199,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1107.956692457199,0,221,"[300.0, 250.0, 275.0, 200.0, 200.0, 625.0, 250.0, 150.0, 175.0, 175.0, 225.0, 300.0, 175.0, 450.0, 125.0, 175.0, 175.0, 225.0, 350.0, 250.0, 225.0, 275.0, 200.0, 250.0, 675.0, 250.0, 175.0, 200.0, 200.0, 325.0, 275.0, 150.0, 75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0]","[1210, 1499, 1464, 1349, 1659, 1700, 1387, 1364, 1459, 1589, 1205, 1455, 1474, 2044, 1344, 1339, 1669, 1639, 1325, 1455, 1455, 1369, 1664, 1270, 1884, 1302, 1302, 1489, 1604, 1210, 1210, 1929, 1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183]",5.904,15409,770450,3111,1777,21.27142857142857,11.099999999999998
675.0,0.0,194.25,1430.51,11,5,773950,0,False,2252,222,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-46,1618178146,5.04545783996582,1113.002150297165,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1113.002150297165,0,222,"[300.0, 175.0, 450.0, 125.0, 175.0, 175.0, 225.0, 350.0, 250.0, 225.0, 275.0, 200.0, 250.0, 675.0, 250.0, 175.0, 200.0, 200.0, 325.0, 275.0, 150.0, 75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0]","[1455, 1474, 2044, 1344, 1339, 1669, 1639, 1325, 1455, 1455, 1369, 1664, 1270, 1884, 1302, 1302, 1489, 1604, 1210, 1210, 1929, 1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289]",5.639,15479,773950,3124,1778,22.900000000000002,11.099999999999998
675.0,0.0,179.0,1430.4,10,5,777400,0,False,2262,223,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-51,1618178151,4.997429847717285,1117.9995801448822,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1117.9995801448822,0,223,"[275.0, 200.0, 250.0, 675.0, 250.0, 175.0, 200.0, 200.0, 325.0, 275.0, 150.0, 75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0]","[1369, 1664, 1270, 1884, 1302, 1302, 1489, 1604, 1210, 1210, 1929, 1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164]",6.219,15548,777400,3138,1778,22.085714285714285,11.099999999999998
550.0,0.0,167.5,1439.59,11,5,780950,0,False,2273,224,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-55-56,1618178156,5.0818870067596436,1123.0814671516418,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1123.0814671516418,0,224,"[75.0, 0.0, 475.0, 325.0, 375.0, 550.0, 525.0, 225.0, 50.0, 25.0, 150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0]","[1279, 1159, 1359, 1564, 1845, 1578, 1449, 1529, 1224, 1184, 1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339]",5.202,15619,780950,3153,1780,19.4375,11.1
550.0,0.0,157.25,1435.25,10,5,784450,0,False,2283,225,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-01,1618178161,5.053025484085083,1128.134492635727,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1128.134492635727,0,225,"[150.0, 325.0, 325.0, 425.0, 550.0, 125.0, 550.0, 525.0, 475.0, 200.0, 0.0, 0.0, 425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0]","[1399, 1618, 2425, 1775, 1967, 1223, 2442, 1549, 1399, 1369, 1169, 1164, 1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643]",7.369,15689,784450,3167,1782,22.171428571428574,11.099999999999998
425.0,0.0,149.0,1401.56,12,5,787950,0,False,2295,226,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-06,1618178166,5.057592153549194,1133.1920847892761,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1133.1920847892761,0,226,"[425.0, 425.0, 0.0, 50.0, 325.0, 175.0, 150.0, 125.0, 0.0, 125.0, 125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0, 325.0, 350.0, 275.0, 225.0, 175.0, 375.0, 200.0, 125.0, 250.0, 150.0, 250.0, 125.0]","[1399, 1459, 1164, 1279, 2080, 1302, 1965, 1360, 1159, 1285, 1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643, 1344, 1388, 1384, 1273, 1385, 1605, 1575, 1310, 1335, 1108, 1235, 1188]",5.83,15759,787950,3181,1783,22.95714285714286,11.099999999999998
375.0,0.0,150.75,1396.88,10,5,791450,0,False,2305,227,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-11,1618178171,4.987933397293091,1138.1800181865692,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1138.1800181865692,0,227,"[125.0, 0.0, 300.0, 300.0, 125.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0, 325.0, 350.0, 275.0, 225.0, 175.0, 375.0, 200.0, 125.0, 250.0, 150.0, 250.0, 125.0, 200.0, 200.0, 150.0, 125.0, 325.0, 350.0, 250.0, 125.0, 125.0, 125.0]","[1715, 1169, 1460, 1455, 1433, 1383, 1458, 1494, 1335, 1395, 1395, 1169, 1179, 1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643, 1344, 1388, 1384, 1273, 1385, 1605, 1575, 1310, 1335, 1108, 1235, 1188, 1318, 1644, 1513, 1329, 1215, 1575, 1455, 1419, 1328, 1188]",6.051,15829,791450,3194,1785,21.7,11.099999999999998
375.0,0.0,158.75,1386.95,13,5,794950,0,False,2318,228,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-16,1618178176,5.075495481491089,1143.2555136680603,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1143.2555136680603,0,228,"[0.0, 25.0, 250.0, 125.0, 125.0, 150.0, 100.0, 125.0, 125.0, 125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0, 325.0, 350.0, 275.0, 225.0, 175.0, 375.0, 200.0, 125.0, 250.0, 150.0, 250.0, 125.0, 200.0, 200.0, 150.0, 125.0, 325.0, 350.0, 250.0, 125.0, 125.0, 125.0, 175.0, 200.0, 175.0, 125.0, 125.0, 325.0, 300.0, 150.0, 250.0, 175.0, 150.0, 200.0, 125.0]","[1164, 1174, 1455, 1369, 1203, 1468, 1787, 1632, 1165, 1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643, 1344, 1388, 1384, 1273, 1385, 1605, 1575, 1310, 1335, 1108, 1235, 1188, 1318, 1644, 1513, 1329, 1215, 1575, 1455, 1419, 1328, 1188, 1303, 1158, 1308, 1188, 1274, 1205, 1328, 1333, 1279, 1608, 1443, 1387, 1233]",5.983,15899,794950,3208,1787,19.1625,11.075
550.0,0.0,173.0,1389.08,9,5,798400,0,False,2327,229,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-21,1618178181,5.0031044483184814,1148.2586181163788,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1148.2586181163788,0,229,"[125.0, 125.0, 0.0, 250.0, 250.0, 275.0, 125.0, 125.0, 125.0, 0.0, 0.0, 0.0, 0.0, 125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0, 325.0, 350.0, 275.0, 225.0, 175.0, 375.0, 200.0, 125.0, 250.0, 150.0, 250.0, 125.0, 200.0, 200.0, 150.0, 125.0, 325.0, 350.0, 250.0, 125.0, 125.0, 125.0, 175.0, 200.0, 175.0, 125.0, 125.0, 325.0, 300.0, 150.0, 250.0, 175.0, 150.0, 200.0, 125.0, 550.0, 125.0, 175.0, 175.0, 250.0, 250.0, 250.0, 375.0, 300.0]","[1475, 1460, 1169, 1489, 1403, 1344, 1198, 1188, 1850, 1174, 1169, 1169, 1179, 1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643, 1344, 1388, 1384, 1273, 1385, 1605, 1575, 1310, 1335, 1108, 1235, 1188, 1318, 1644, 1513, 1329, 1215, 1575, 1455, 1419, 1328, 1188, 1303, 1158, 1308, 1188, 1274, 1205, 1328, 1333, 1279, 1608, 1443, 1387, 1233, 1468, 1213, 1347, 1302, 1263, 1333, 1258, 1688, 1758]",6.541,15968,798400,3222,1789,20.442857142857143,11.028571428571427
625.0,0.0,192.0,1396.2,13,5,801950,0,False,2340,230,9c0b0034c1e7415086d83a886f1f18a5,2021-04-11_14-56-26,1618178186,5.017193555831909,1153.2758116722107,3387,node0.aanshul-x86.michigan-bigdata-pg0.apt.emulab.net,128.110.96.30,1153.2758116722107,0,230,"[125.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 0.0, 125.0, 250.0, 275.0, 250.0, 125.0, 125.0, 125.0, 150.0, 125.0, 150.0, 25.0, 100.0, 0.0, 0.0, 150.0, 125.0, 150.0, 175.0, 125.0, 150.0, 150.0, 150.0, 250.0, 275.0, 125.0, 200.0, 150.0, 125.0, 125.0, 125.0, 75.0, 150.0, 125.0, 250.0, 275.0, 325.0, 350.0, 275.0, 225.0, 175.0, 375.0, 200.0, 125.0, 250.0, 150.0, 250.0, 125.0, 200.0, 200.0, 150.0, 125.0, 325.0, 350.0, 250.0, 125.0, 125.0, 125.0, 175.0, 200.0, 175.0, 125.0, 125.0, 325.0, 300.0, 150.0, 250.0, 175.0, 150.0, 200.0, 125.0, 550.0, 125.0, 175.0, 175.0, 250.0, 250.0, 250.0, 375.0, 300.0, 275.0, 625.0, 175.0, 300.0, 375.0, 250.0, 250.0, 200.0, 175.0, 275.0, 125.0, 125.0, 150.0]","[1183, 1193, 1198, 1198, 1383, 1688, 1398, 1144, 1213, 1504, 1383, 1289, 1952, 1910, 1660, 1718, 1555, 1568, 1199, 1304, 1158, 1164, 1479, 1464, 1889, 1309, 2335, 1273, 1393, 1463, 1354, 1854, 1339, 1608, 1248, 1193, 1229, 1228, 1259, 1790, 1265, 1273, 1643, 1344, 1388, 1384, 1273, 1385, 1605, 1575, 1310, 1335, 1108, 1235, 1188, 1318, 1644, 1513, 1329, 1215, 1575, 1455, 1419, 1328, 1188, 1303, 1158, 1308, 1188, 1274, 1205, 1328, 1333, 1279, 1608, 1443, 1387, 1233, 1468, 1213, 1347, 1302, 1263, 1333, 1258, 1688, 1758, 1285, 1429, 1267, 1685, 1240, 1290, 1283, 1548, 1358, 1620, 1233, 1188, 1553]",6.143,16039,801950,3237,1792,21.057142857142857,11.099999999999998
